fips,num_beds,num_icu,bed_util
35035,106,11,0.303014
35037,25,4,0.093151
35039,70,8,0.40615
35041,24,4,0.129589
35043,60,11,0.5457078
35045,254,21,0.4175035
35047,54,8,0.195354
35049,240,25,0.372717
35051,25,2,0.369365
35053,24,4,0.169064
35055,25,6,0.494904
35059,25,4,0.085808
36001,1355,114,0.591524333
36003,55,9,0.338697
36005,2440,241,0.704134
36007,462,47,0.64005925
36009,186,46,0.421495
36011,99,15,0.554424
36013,356,27,0.317609
36015,391,24,0.698409
36017,58,7,0.17265
36019,300,21,0.439662
36021,192,9,0.65912
36023,162,12,0.305316
36025,63,10,0.35201
36027,692,59,0.620621333
36029,2095,233,0.643468714
36031,25,4,0.494575
36033,171,13,0.2716985
36035,74,8,0.363344
36037,111,10,0.373365
36043,25,4,0.610849
36045,330,18,0.468668333
36047,5504,280,0.723626154
36049,31,6,0.465315
36051,67,12,0.307708
36053,126,10,0.397739
36055,2025,196,0.91822125
36057,120,8,0.620712
36059,4758,334,0.7025333
36061,7519,845,0.702397015
36063,482,32,0.523984667
36065,701,37,0.589986333
36067,1336,144,0.706133667
36069,384,27,0.447926
36071,807,76,0.53702825
36073,39,4,0.302027
36075,132,8,0.266687
36077,233,26,0.5468095
36079,164,10,0.429521
36081,2307,106,0.753229333
36083,292,30,0.7204365
36085,920,72,0.7744095
36087,807,50,0.6598225
36089,279,27,0.5144184
36091,171,30,0.807803
36093,483,39,0.665784
36095,25,7,0.270993
36097,25,4,0.396493
36101,115,14,0.412850667
36103,3120,256,0.72716
36105,169,18,0.3499315
36109,212,16,0.43833
36111,325,28,0.602716667
36113,391,24,0.367594
36117,120,8,0.499471
36119,2603,200,0.6600744
36121,62,5,0.308219
36123,35,4,0.233096
37001,238,20,0.531896
37005,41,4,0.148493
37007,15,3,0.136986
37009,76,4,0.500055
37011,50,4,0.201174
37013,142,8,0.468912
37015,6,1,0.636073
37017,58,4,0.393096
37019,99,23,0.47072
37021,815,146,0.787762
37023,315,16,0.484229
37025,457,15,0.645687
37027,110,12,0.487248
37031,135,8,0.704331
37035,613,52,0.3895795
37037,25,4,0.49074
37039,57,5,0.658411
37041,49,4,0.567781
37045,375,57,0.383516
37047,154,27,0.301477
37049,350,72,0.599847
37051,634,48,0.798871
37055,21,4,0.293281
37057,240,29,0.4287585
37059,50,9,
37061,81,9,0.443053
37063,1416,169,0.642937667
37065,117,15,0.381392
37067,1902,205,0.615215333
37071,435,57,0.734847
37077,1042,164,0.4550554
37081,1234,112,0.6492435
37083,204,16,0.499069
37085,232,32,0.304926
37087,154,12,0.37925
37089,325,27,0.5068035
37091,114,10,0.511311
37093,49,11,0.199866
37097,514,36,0.405341333
37099,86,9,0.422185
37101,199,24,0.522538
37105,137,8,0.306332
37107,261,190,0.448511
37109,101,10,0.511434
37111,65,9,0.437365
37113,83,9,0.454189
37117,49,6,0.252819
37119,2517,176,0.724421843
37121,46,4,0.476603
37123,37,2,0.493836
37125,402,56,0.663971
37127,345,21,0.437769
37129,861,45,0.662293
37133,162,14,0.485388
37135,1006,47,0.842581
37139,182,10,0.58883
37141,86,4,0.34389
37145,98,6,0.244557
37147,1040,83,0.631948
37149,35,6,0.491178
37151,145,12,0.257175
37155,452,25,0.709043
37157,229,9,0.25411
37159,268,20,0.696766
37161,143,18,0.249216
37163,146,8,0.373413
37165,104,8,0.510832
37167,109,10,0.320717
37169,99,4,0.275726
37171,226,24,0.371868
37173,68,8,0.2802735
37175,92,4,0.612712
37179,182,14,0.506895
37181,184,20,0.517025
37183,1963,175,0.7289455
37187,49,4,0.091616
37189,117,10,0.379207
37191,316,16,0.493665
37193,130,8,0.330387
37195,294,14,0.257088
38001,25,4,0.270685
38003,25,4,0.32274
38009,25,4,0.601644
38011,23,4,0.134842
38015,510,52,0.554942
38017,787,161,0.6958185
38019,20,3,0.081096
38021,20,3,0.220274
38023,15,3,0.292968
38029,14,2,0.103327
38031,25,4,0.133041
38035,349,36,0.4168045
38037,25,5,0.831324
38039,18,3,0.114764
38051,44,7,0.1236645
38053,24,4,0.071804
38055,47,8,0.665427
38057,13,2,0.302424
38061,11,2,0.148942
38063,19,3,0.105984
38067,20,3,0.10726
38069,25,4,0.294137
38071,25,4,0.346521
38073,25,4,0.388164
38079,52,9,0.2491015
38085,12,2,0.042237
38089,25,4,0.494247
38093,25,6,0.308274
38095,20,3,0.1838356
38097,41,7,0.2039005
38099,28,4,0.393542
38101,190,23,0.6084895
38103,25,4,0.214466
38105,50,8,0.299781
39001,25,4,0.543014
39003,790,40,0.35905725
39005,123,6,0.528767
39007,413,39,0.516079
39009,64,11,0.118322
39011,131,6,0.387443
39013,25,4,0.226411
39017,694,56,0.5447195
39021,25,4,0.323836
39023,254,42,0.3826295
39025,160,16,0.523592
39027,179,8,0.350137
39029,331,20,0.411703
39031,56,7,0.315607
39033,75,9,0.3983015
39035,6503,659,0.567519553
39037,104,6,0.273562
39039,104,16,0.293538
39041,64,6,0.234461
39043,287,18,0.544307
39045,255,22,0.3496622
39047,25,5,0.393753
39049,3915,463,0.606157625
39051,117,7,0.275288
39053,287,14,0.251653
39055,124,12,0.550331
39057,206,20,0.53258105
39059,189,11,0.324536
39061,3409,268,0.609030463
39063,201,29,0.2917965
39065,25,4,0.146959
39067,25,4,0.097644
39069,31,5,0.286027
39071,70,8,0.3900825
39073,25,4,0.410521
39075,69,4,0.257735
39077,139,12,0.3150895
39079,25,6,0.311644
39081,256,20,0.4825923
39083,111,12,0.499304
39085,135,27,0.49755
39087,8,1,0.025685
39089,227,13,0.327616
39091,115,7,0.25346
39093,695,58,0.53401825
39095,3147,243,0.54195975
39097,94,13,0.246454
39099,980,66,0.5816215
39101,174,15,0.355377
39103,191,15,0.407495
39107,88,5,0.363927
39109,182,42,0.409117
39113,1807,194,0.60179575
39117,25,3,0.167123
39119,321,24,0.49933
39123,25,4,0.121425
39125,25,4,0.183452
39129,83,8,0.246273
39131,25,4,0.288329
39133,302,16,0.391637
39139,409,41,0.463291333
39141,261,12,0.560542
39143,245,18,0.1506995
39145,446,18,0.353436065
39147,120,5,0.345145
39149,90,7,0.281967
39151,1463,119,0.491215
39153,1829,160,0.54748148
39155,565,42,0.595845
39157,174,14,0.175730325
39159,97,7,0.2369406
39161,109,5,0.1152931
39165,324,16,0.376605
39167,243,15,0.48269835
39169,184,18,0.34822885
39171,123,11,0.3064474
39173,149,18,0.1977391
39175,31,4,0.4371005
40001,67,5,0.4945205
40005,25,4,0.2998356
40007,24,4,0.07522831
40009,62,6,0.5002418
40011,42,7,0.104270775
40013,148,8,0.3170255
40015,42,7,0.5966575
40017,75,8,0.5006227
40019,212,17,0.3384131
40021,150,23,0.45418335
40023,34,6,0.3129734
40025,25,4,0.102137
40027,440,56,0.41044335
40029,20,3,0.2128767
40031,520,35,0.365550967
40035,55,6,0.2325636
40037,95,18,0.428468933
40039,80,8,0.17991475
40041,58,6,0.2623051
40043,18,3,0.2429224
40045,23,4,0.0870137
40047,412,30,0.3428615
40049,26,5,0.6953635
40051,75,9,0.1931227
40055,18,3,0.2487062
40057,25,4,0.1896423
40059,25,3,0.1651141
40063,25,4,0.2964384
40065,49,6,0.4856025
40067,18,4,0.1118904
40069,25,4,0.1804931
40071,189,16,0.28171835
40073,25,4,0.2173151
40075,38,7,0.1666907
40077,43,8,0.205798
40079,43,4,0.4143239
40081,50,8,0.43435615
40083,25,4,0.2465753
40085,25,4,0.3515616
40087,39,7,0.1165437
40089,25,6,0.09516688
40093,25,4,0.0889863
40095,25,4,0.2166993
40097,48,4,0.1358448
40099,25,4,0.6558904
40101,320,24,0.392872
40103,26,5,0.1600225
40105,25,4,0.202491
40107,24,4,0.05490411
40109,4057,395,0.509194163
40111,107,14,0.2261197
40113,40,7,0.3413516
40115,20,9,0.1467794
40117,14,2,0.4518591
40119,216,11,0.20109325
40121,149,15,0.2834797
40123,216,25,0.3167808
40125,96,14,0.4244796
40127,23,7,0.2536856
40129,15,3,0.158356
40131,127,14,0.254168
40133,32,6,0.1797089
40135,41,7,0.157434
40137,110,9,0.436827
40139,33,8,0.1561702
40143,4179,319,0.459282508
40145,100,6,0.3554794
40147,140,14,0.4253154
40149,14,2,0.1943249
40151,25,4,0.205779
40153,87,6,0.2193151
41001,36,2,0.2870189
41003,188,12,0.5373679
41005,699,70,0.55194655
41007,83,8,0.44927985
41011,218,18,0.409068833
41013,16,3,0.4645548
41015,24,3,0.310788
41017,304,36,0.58065455
41019,190,35,0.40238255
41023,25,2,0.4003914
41025,25,2,0.2449892
41027,25,4,0.4324383
41029,595,34,0.527749067
41031,25,4,0.2843836
41033,125,12,0.5561644
41035,176,18,0.4484801
41037,24,4,0.2988584
41039,599,84,0.5614727
41041,50,8,0.37939725
41043,128,15,0.4686796
41045,49,8,0.3016812
41047,543,68,0.4917064
41049,21,4,0.2881931
41051,2569,234,0.668700283
41053,25,3,0.2396347
41057,49,4,0.4831781
41059,114,11,0.45364395
41061,25,4,0.4492055
41063,25,4,0.2852889
41065,49,17,0.3728576
41067,839,69,0.428357833
41071,128,11,0.556226
42001,76,8,0.5817592
42003,5749,561,0.58192892
42005,147,12,0.3077695
42007,285,20,0.5980794
42009,40,4,0.2756469
42011,933,74,0.5090347
42013,438,42,0.363334833
42015,314,46,0.560371667
42017,1027,183,0.5016689
42019,296,35,0.5574881
42021,498,19,0.3770335
42025,159,6,0.5073731
42027,260,43,0.4932832
42029,928,104,0.53247178
42031,70,7,0.2687815
42033,266,22,0.451819
42035,63,11,0.1433601
42037,166,22,0.132108275
42039,283,16,0.4721587
42041,577,49,0.59280715
42043,1175,97,0.84647845
42045,1014,85,0.54860655
42047,35,4,0.5888219
42049,981,71,0.493965075
42051,224,26,0.4382312
42055,342,20,0.35507585
42057,21,4,0.3375081
42059,23,4,0.3529482
42061,71,7,0.2947368
42063,166,12,0.4029237
42065,84,9,0.39582565
42069,692,53,0.5716893
42071,921,73,0.5310189
42073,153,12,0.5181198
42075,159,18,0.5394804
42077,1286,175,0.57450005
42079,828,67,0.561841667
42081,300,35,0.456920533
42083,138,10,0.2383093
42085,433,28,0.221320885
42087,123,10,0.3046626
42089,339,32,0.6071274
42091,2458,287,0.517438855
42093,559,68,0.7374173
42095,906,54,0.5151682
42101,5207,440,0.609629307
42105,49,4,0.5352329
42107,364,58,0.596903733
42111,185,23,0.203556933
42115,50,8,0.3030685
42117,25,6,0.6147945
42119,132,12,0.3728255
42121,158,8,0.4332037
42123,85,6,0.3377276
42125,578,55,0.3518986
42127,95,8,0.3645999
42129,578,71,0.6617962
42131,44,6,0.0609589
42133,877,93,0.50378094
44003,359,15,0.5112939
44005,129,10,0.416116
44007,1879,298,0.570917767
44009,225,17,0.50718175
45001,25,6,0.3270137
45003,273,35,0.6338172
45005,25,4,0.171507
45007,461,25,0.5912284
45013,306,24,0.58688975
45015,50,32,
45019,1782,221,0.527233433
45021,125,12,0.3608282
45023,82,6,0.2139441
45025,59,6,0.4782916
45027,81,6,0.4093035
45029,135,8,0.3728176
45031,188,18,0.41984335
45033,79,6,0.2733638
45037,25,4,0.5350137
45041,875,123,0.461957867
45043,255,18,0.43984865
45045,1306,112,0.48384914
45047,358,20,0.4722437
45049,32,6,0.2130137
45051,681,101,0.608193033
45053,41,4,0.6038089
45055,119,10,0.3835839
45057,211,20,0.2807624
45059,76,9,0.4477859
45063,508,39,0.7584454
45067,124,10,0.2072002
45071,90,7,0.3689498
45073,169,21,0.4517404
45075,286,20,0.4913824
45077,164,20,0.2574833
45079,1472,138,0.55755135
45083,795,41,0.6013552
45085,283,17,0.6983134
45087,85,6,0.1353089
45089,25,4,0.4020822
45091,288,24,0.6635555
46005,25,6,0.5525479
46007,14,2,0.223092
46009,45,8,0.13068498
46011,49,9,0.2229802
46013,157,14,0.44163755
46015,25,4,0.190137
46023,37,6,0.1464182
46027,25,4,0.2464658
46029,81,8,0.2677828
46033,11,2,0.328269
46035,50,8,0.3372603
46037,25,3,0.126027
46039,10,2,0.300274
46043,11,2,0.201245
46045,12,2,0.2025114
46047,25,4,0.2796712
46049,12,2,0.246119
46051,25,4,0.1521096
46053,41,7,0.2350411
46055,18,3,0.625875
46059,11,4,0.1145205
46065,50,6,0.2294247
46067,50,8,0.1801643
46073,16,3,0.1113014
46077,6,1,0.1063927
46079,22,4,0.4343711
46081,62,5,0.3697108
46083,64,11,0.3735097
46089,4,1,0.208696
46091,20,3,0.113973
46093,25,3,0.5430137
46099,1115,97,0.435795325
46101,18,3,0.07549467
46102,45,8,0.2553408
46103,449,108,0.350002
46107,6,2,0.280548
46109,25,4,0.1881644
46115,25,4,0.1756998
46121,35,6,0.1026223
46123,25,4,0.304
46125,12,2,0.131964
46127,38,7,0.2263879
46129,25,4,0.2642192
46135,109,12,0.222196335
46137,8,1,0.2839041
47001,301,25,0.6043245
47003,60,8,0.2070361
47005,25,4,0.1419178
47007,25,4,0.224219
47009,304,8,0.6919299
47011,251,27,0.5717044
47013,120,10,0.278719765
47015,60,5,0.2189041
47017,70,7,0.2439009
47019,121,8,0.295262
47021,12,2,0.4812785
47025,85,5,0.2945073
47029,74,5,0.5338185
47031,160,22,0.3307634
47035,189,12,0.6857572
47037,3624,537,0.643601022
47039,40,7,0.05568493
47041,71,4,0.07507903
47043,157,6,0.595293
47045,225,14,0.3978167
47051,152,10,0.2257705
47053,70,3,0.1094725
47055,95,6,0.1972941
47059,240,17,0.2597669
47063,167,20,0.6019367
47065,1299,181,0.719767767
47067,10,2,0.1865753
47069,51,4,0.05518717
47071,58,9,0.2283478
47073,50,6,0.2518836
47077,45,6,0.0783866
47079,142,11,0.4044521
47081,25,4,0.06827397
47083,25,4,0.1572222
47085,25,4,0.24811
47089,58,6,0.284034
47091,2,1,0.0890411
47093,1513,186,0.705961075
47097,25,4,0.1917808
47099,99,6,0.1895336
47103,59,6,0.1748393
47105,50,5,0.8761644
47107,118,4,0.3805857
47111,25,4,0.4223562
47113,787,89,0.4528123
47117,25,4,0.07408219
47119,255,41,0.5356172
47123,59,10,0.4279081
47125,270,21,0.4094134
47131,173,11,0.2754077
47133,114,6,0.1996651
47135,53,4,0.215786
47141,247,38,0.708005
47143,25,3,0.3166027
47145,54,6,0.5350896
47147,109,8,0.2319467
47149,491,81,0.407112842
47151,25,4,0.1796164
47155,79,16,0.667879
47157,2912,251,0.550927992
47159,25,2,0.3504657
47163,1056,92,0.583327267
47165,265,38,0.5404034
47167,100,8,0.1302827
47169,25,4,0.1444384
47171,48,3,0.3821918
47177,125,8,0.1228767
47179,581,76,0.6412369
47181,80,5,0.2496804
47183,100,7,0.1902732
47185,60,4,0.1171233
47187,185,28,0.4651314
47189,170,12,0.2437712
48001,156,10,0.4273736
48003,34,5,0.1448402
48005,415,39,0.5220297
48013,67,6,0.2020446
48015,30,6,0.0724315
48017,25,4,0.098192
48021,8,1,0.1931507
48023,25,5,0.1881279
48025,69,8,0.3326712
48027,827,90,0.486889967
48029,3562,597,0.473102433
48035,25,4,0.3361096
48037,681,66,0.42229675
48039,227,18,0.455948733
48041,563,83,0.402907355
48043,25,3,0.3139726
48049,188,12,0.3462729
48051,25,3,0.3592694
48053,71,12,0.3647993
48055,24,4,0.3054199
48057,25,6,0.3810411
48061,1144,96,0.525838775
48063,25,4,0.3284364
48069,17,3,0.1642224
48071,14,2,0.0667319
48073,97,10,0.3505657
48075,39,7,0.1706358
48077,25,4,0.059836
48079,18,3,0.005783866
48083,25,4,0.316274
48085,2158,264,0.574333175
48087,13,2,0.1899543
48089,65,11,0.1411774
48091,128,16,0.387989
48093,25,4,0.292274
48095,16,3,0.068664
48097,78,8,0.46856935
48099,25,4,0.306959
48103,25,4,0.073863
48107,25,4,0.0729863
48109,14,2,0.204305
48113,6460,654,0.505663592
48115,21,4,0.1392279
48117,42,5,0.1214612
48121,1093,133,0.48160865
48123,49,8,0.2014944
48127,25,4,0.206
48133,52,6,0.2473364
48135,638,34,0.530385867
48139,189,18,0.3882099
48141,1802,207,0.439484154
48143,98,5,0.2613769
48145,36,6,0.09185693
48147,19,2,0.4968767
48149,65,7,0.2657534
48151,14,2,0.1133072
48153,25,4,0.1641644
48157,799,98,0.47628452
48161,37,6,0.1152906
48163,22,4,0.1945205
48165,33,4,0.372603
48167,561,26,0.6647916
48171,84,10,0.3318914
48177,33,6,0.1644641
48179,109,8,0.1303771
48181,559,64,0.432984133
48183,649,57,0.50214185
48185,25,3,0.3258752
48187,153,9,0.2916989
48189,68,5,0.3076321
48193,25,7,0.1955935
48195,14,2,0.1761252
48197,24,4,0.113356
48199,,0,
48201,12091,1248,0.503314278
48203,149,42,0.5395616
48205,21,4,0.2386171
48207,25,4,0.096
48209,371,79,0.295669747
48211,26,3,0.08511416
48213,127,10,0.357394
48215,1336,249,0.470082083
48217,25,4,0.1018313
48219,48,8,0.120605
48221,73,12,0.6253425
48223,96,14,0.433953
48225,25,4,0.059565
48227,146,8,0.283105
48231,167,16,0.5702448
48233,25,4,0.2416438
48237,17,3,0.2001612
48239,25,4,0.115836
48241,59,6,0.1191781
48245,1029,130,0.3796335
48249,135,8,0.2874429
48251,137,7,0.2698002
48253,45,1,0.718591
48255,25,4,0.1596712
48257,91,8,0.1585127
48265,124,12,0.3464775
48267,15,3,0.09479452
48273,96,10,0.5354521
48275,25,5,0.04
48277,154,20,0.2391423
48279,75,7,0.1030659
48281,25,4,0.3123288
48285,48,7,0.2441644
48291,41,8,0.0733495
48293,78,9,0.18592676
48299,27,4,0.05161644
48303,1621,304,0.45320542
48305,24,4,0.20789
48307,25,6,0.221331
48309,473,42,0.69726115
48313,25,3,0.5937899
48317,18,3,0.246271
48321,75,9,0.1980609
48323,101,10,0.4481364
48325,25,4,0.3345754
48329,474,40,0.5771424
48335,25,4,0.3260274
48337,71,9,0.23204165
48339,1308,189,0.397200226
48341,25,3,0.4539293
48347,371,27,0.2824886
48349,162,9,0.3223931
48353,86,5,0.287882
48355,1070,91,0.524458333
48357,25,4,0.247671
48363,74,8,0.2827626
48365,42,7,0.1166891
48367,103,20,0.6233545
48369,25,4,0.11474
48371,39,6,0.1669669
48373,66,8,0.323393
48375,849,113,0.505276633
48383,7,1,0.07514677
48389,25,4,0.322411
48391,20,3,0.082603
48397,245,21,0.4545947
48399,50,6,0.152283085
48401,96,7,0.2750171
48403,25,4,0.144
48405,18,2,0.1987823
48413,14,2,0.06771
48415,25,4,0.2620274
48423,1439,289,0.5968174
48425,16,3,0.1469178
48427,48,8,0.1834475
48429,40,2,0.2078278
48433,20,3,0.140411
48435,12,2,0.100228
48437,20,3,0.2183562
48439,5383,565,0.495063229
48441,771,66,0.44828835
48445,45,5,0.1657534
48447,14,2,0.077299
48449,174,8,0.5447023
48451,504,29,0.4204756
48453,2014,329,0.521086333
48457,49,4,0.09435616
48461,29,5,0.1128602
48463,25,6,0.5697325
48465,93,7,0.3716118
48469,556,75,0.37347515
48471,123,6,0.6108655
48475,25,4,0.2721461
48477,60,5,0.2219726
48479,497,56,0.6210582
48481,94,36,0.2888303
48483,41,7,0.08196902
48485,338,22,0.372751267
48487,28,8,0.1953949
48491,666,154,0.475439839
48493,44,4,0.2055417
48495,19,3,0.122423
48497,99,21,0.6536107
48499,50,8,0.31821325
48501,24,4,0.133676
48503,50,8,0.279945
49001,72,5,0.42317805
49003,74,10,0.1544692
49005,168,18,0.2134352
49007,39,6,0.2887952
49011,417,34,0.32216515
49013,49,4,0.2838452
49017,36,3,0.1934247
49019,17,3,0.351974
49021,48,6,0.2981164
49023,25,4,0.4512877
49025,25,4,0.539288
49027,37,6,0.3729672
49035,2251,245,0.41989192
49037,36,3,0.2207318
49039,43,7,0.27992085
49041,29,4,0.25
49043,38,4,0.2472017
49045,44,4,0.2675038
49047,39,4,0.2237443
49049,754,126,0.36615032
49051,19,3,0.2224257
49053,245,32,0.6321753
49057,553,96,0.49290335
50001,45,4,0.611726
50003,99,10,0.3646294
50005,75,4,0.6067945
50007,562,66,0.7291632
50011,70,9,0.361954
50015,43,4,0.5367671
50017,52,2,0.4897496
50019,49,5,0.6520548
50021,188,13,0.7158197
50023,122,14,0.6490267
50025,80,11,0.4467395
50027,104,8,0.70487675
51001,52,10,0.4857653
51003,176,12,0.6151598
51005,205,10,0.1597116
51013,394,32,0.7981226
51015,238,8,0.4650813
51017,25,2,0.3712329
51019,50,6,0.4100725
51027,134,12,0.2904669
51041,422,94,0.67559685
51047,70,6,0.4419961
51051,25,1,0.06575342
51053,4,1,0.178082
51057,67,7,0.2230628
51059,2480,336,0.5977282
51061,97,8,0.4380737
51067,37,4,0.3656424
51071,25,4,0.5259178
51073,67,7,0.4227765
51083,192,12,0.3731661
51085,225,24,0.7461839
51087,1158,93,0.51428335
51095,40,7,0.8739057
51103,35,4,0.478137
51107,291,33,0.431605645
51117,85,12,0.5958489
51121,292,22,0.50509335
51135,180,32,0.5798478
51139,25,4,0.4043836
51147,116,8,0.4538069
51153,243,24,0.53035005
51155,147,8,0.181894
51165,238,34,0.5856452
51167,78,5,0.1543193
51171,25,4,0.5522192
51173,44,4,0.3704109
51177,133,12,0.5496151
51179,100,4,0.4449011
51185,207,22,0.14694857
51187,68,8,0.3459202
51191,116,14,0.6335438
51195,134,8,0.1905721
51197,92,6,0.1727219
51199,145,16,0.616872
51510,318,40,0.4935936
51540,612,14,0.7483105
51550,310,28,0.6144322
51590,250,34,0.4957975
51595,80,7,0.1135812
51620,90,8,0.1474338
51630,451,28,0.6696711
51640,141,10,0.1852133
51650,224,24,0.6466072
51670,147,17,0.3643067
51678,25,4,0.5166028
51680,534,37,0.755881
51683,130,11,0.5935879
51700,699,34,0.61464415
51710,952,103,0.745501767
51720,129,11,0.3285564
51730,300,28,0.4790502
51740,346,22,0.6240841
51760,915,118,0.5602887
51770,737,47,0.7315326
51775,506,24,0.6505936
51800,178,12,0.6681219
51810,447,38,0.78123335
51830,40,10,0.3378082
51840,455,48,0.6879459
53001,69,5,0.2917237
53003,62,4,0.488
53005,406,48,0.5427458
53007,265,28,0.53901875
53009,171,23,0.4926682
53011,670,96,0.673221
53013,62,4,0.730849
53015,346,18,0.509573
53019,25,4,0.628712
53021,95,4,0.716274
53023,45,4,0.649205
53025,173,24,0.4396865
53027,164,10,0.5795415
53029,25,6,0.591233
53031,42,6,0.485699
53033,4561,530,0.656426044
53035,347,20,0.551025
53037,50,6,0.251288
53039,57,4,0.3020305
53041,153,10,0.5030925
53043,50,8,0.7233425
53045,68,6,0.462137
53047,112,12,0.195421667
53049,51,6,0.1868495
53051,74,4,0.2657534
53053,1405,197,0.7778526
53055,10,2,0.05726027
53057,205,34,0.520376
53061,878,72,0.55653275
53063,1427,79,0.5515565
53065,120,8,0.451402
53067,500,72,0.6268345
53071,142,28,0.497631
53073,253,24,0.798888
53075,61,10,0.3494795
53077,327,52,0.486266667
54001,72,2,0.456849
54003,195,20,0.628786
54005,25,4,0.441753
54007,25,4,0.081753
54009,218,10,0.426038
54011,706,76,0.69612
54013,42,4,0.160877
54019,94,7,0.3940825
54023,45,3,0.567233
54025,122,12,0.33913
54027,44,2,0.443248
54033,292,20,0.63453
54035,25,4,0.31748
54037,25,5,0.414247
54039,686,132,0.42427125
54041,70,6,0.203718
54045,140,12,0.459257
54047,124,7,0.128208
54051,70,9,0.293894
54053,201,5,0.151676
54055,359,33,0.573322
54057,25,4,0.239452
54059,76,6,0.15241
54061,879,123,0.656383
54065,41,4,0.345753
54067,105,6,0.504844
54069,236,35,0.578451
54075,25,4,0.163836
54077,25,4,0.364493
54081,473,27,0.481564
54083,80,16,0.272237
54087,60,4,0.313973
54089,25,4,0.30137
54091,25,4,0.307945
54095,12,4,0.030027
54097,151,4,0.347616
54101,15,4,0.061699
54103,58,5,0.113756
54107,302,18,0.561346
55001,25,4,0.078904
55003,35,4,0.421041
55005,90,14,0.368566333
55009,1102,90,0.52826375
55013,25,4,0.114411
55015,25,4,0.128548
55017,218,10,0.429092
55019,49,8,0.1133015
55021,98,10,0.3137805
55023,25,4,0.365982
55025,1629,95,0.5950885
55027,245,14,0.180578
55029,25,4,0.42411
55031,25,4,0.300055
55033,25,5,0.390904
55035,705,58,0.479367
55039,164,15,0.3898515
55043,75,12,0.182283
55045,95,6,0.408597
55047,25,5,0.390356
55049,25,4,0.359781
55053,25,4,0.220384
55055,49,4,0.215891
55057,40,7,0.172329
55059,389,27,0.580665
55063,656,52,0.5510855
55065,25,4,0.119123
55067,25,4,0.445589
55069,43,7,0.1156165
55071,236,16,0.305919
55073,424,52,0.608331
55075,55,10,0.321192
55079,3399,333,0.583748
55081,50,8,0.3761095
55083,35,6,0.178406
55085,172,30,0.4066615
55087,517,69,0.439581667
55089,314,46,0.54792035
55091,25,4,0.142904
55095,73,10,0.320949667
55097,94,12,0.358774
55099,25,4,0.151484
55101,437,33,0.479906
55103,25,4,0.420932
55105,562,36,0.431996075
55107,25,4,0.153416
55109,100,16,0.244959
55111,161,16,0.293127667
55113,25,4,0.308164
55115,25,6,0.481315
55117,370,13,0.3413285
55119,25,4,0.235288
55121,43,9,0.4364295
55123,50,8,0.239726
55125,25,2,0.296673
55127,134,16,0.4211845
55129,50,7,0.230722
55131,141,12,0.4568295
55133,910,64,0.482235975
55135,25,4,0.341479
55137,25,4,0.203945
55139,423,38,0.438678333
55141,603,16,0.6706855
56001,99,4,0.190452
56003,25,4,0.4022605
56005,90,14,0.265255
56007,25,6,0.186849
56009,25,5,0.287014
56011,16,3,0.148801
56013,146,12,0.128829
56015,25,4,0.192767
56017,25,4,0.142356
56019,25,4,0.275342
56021,206,15,0.51336
56023,38,8,0.2124915
56025,288,21,0.2890885
56027,24,4,0.813014
56029,50,8,0.364822
56031,25,4,0.167781
56033,88,11,0.367521
56037,115,13,0.216816
56039,48,6,0.319578
56041,42,6,0.128853
56043,18,3,0.287976
56045,12,2,0.599641
72001,,4,
72005,124,8,0.688643
72009,150,6,0.441845
72013,292,14,0.6623925
72021,584,63,0.632729667
72025,665,64,0.5620965
72031,233,8,0.547016
72053,222,21,0.58988465
72069,296,39,0.484989
72091,513,28,0.7871155
72097,158,41,0.406659
72099,106,7,0.468054
72113,762,111,0.63163425
72125,232,18,0.556424
72127,1855,271,0.573725455
72141,7,1,0.4383562
72145,130,6,0.265669
72153,84,11,0.478311
